ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Galanz,6,False,Autosensing,China,,,Each individual model number listed above,DV-60Q9EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,strong,180.0,"Australia,Fiji,New Zealand",Approved,76953,4.8,,Vented,,2018-11-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SIEMENS,8,False,Autosensing,Poland,,,,WT46B210AU,AS/NZS 2442.1:1996/Amdt 4:2006,360,2.00683301501,2.0,Cottons Cupboard Dry Extra,200.0,"Australia,Fiji",Approved,76518,6.3,0.0,Condenser,,2019-04-21,,Single product class,Available,,http://www.siemens-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,V-ZUG,7,False,Autosensing,Switzerland,600.0,850.0,,12002,AS/NZS 2442.1:1996/Amdt 4:2006,106,8.7084126284,6.0,"Normal dry, Dryness setting 4",165.0,"Australia,New Zealand",Approved,73717,5.526,0.0,Condenser,600.0,2018-08-16,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,RANKARENA,3.5,True,Autosensing,China,640.0,845.0,,XQG70-DA112PE,AS/NZS 2442.1:1996/Amdt 4:2006,134,3.00109047667,3.0,Cottons Drying 198 min Program,198.0,"Australia,Fiji,New Zealand",Approved,74986,2.721,0.0,Condenser,595.0,2019-04-22,,Single product class,Unavailable,http://www.crossmarkasia.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,6,False,Autosensing,Thailand,,,Each individual model number listed above,EDV6051,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.07558377919,2.0,Normal Dry/Normal Temperature,165.0,"Australia,Fiji,New Zealand",Approved,75568,4.914,,Vented,,2018-10-01,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,6,False,Autosensing,Thailand,,,Each individual model number listed above,EDS6051,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.07558377919,2.0,Normal Dry/Normal Temperature,165.0,"Australia,Fiji,New Zealand",Approved,75568,4.914,,Vented,,2018-10-01,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,7,False,Autosensing,Turkey,,,,SACD7,AS/NZS 2442.1:1996/Amdt 4:2006,313,2.04602505439,2.0,Cottons-Extra Dry,179.0,"Australia,New Zealand",Approved,70226,5.548,0.0,Condenser,,2018-02-06,,Single product class,Available,http://www.arcelik.com.tr/,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Continental,6,False,Autosensing,China,,,single,DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867247188,2.0,Cottons (Heavy),300.0,Australia,Approved,55685,4.69,,Vented,,2016-02-29,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Continental,6,False,Autosensing,China,,,single,CPG-DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867247188,2.0,Cottons (Heavy),300.0,Australia,Approved,55685,4.69,,Vented,,2016-02-29,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,6.5,False,Autosensing,Poland,,,Each individual model number listed above,WTW86561AU,AS/NZS 2442.1:1996,128,7.09199081974,6.0,Cottons Cupboard Dry,160.0,"Australia,New Zealand",Approved,55668,5.16,,Condenser,,2016-01-26,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8000 WP,AS/NZS 2442.1:1996,156,6.33073936701,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,55633,5.503,,Condenser,850.0,2016-01-06,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,598.0,846.0,,DPY 7504 XB1,AS/NZS 2442.1:1996/Amdt 4:2006,155,6.37030946724,6.0,"Cottons Extra Dry, Dryıng Level Extra",231.1,"Australia,New Zealand",Approved,79249,5.55,0.0,Condenser,595.0,2019-02-28,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,7,False,Autosensing,Poland,,,,WTA74200AU,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301501,2.0,Cottons Extra Dry,170.0,"Australia,New Zealand",Approved,76387,5.552,,Vented,,2018-10-16,,Single product class,Available,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,AEG,8,False,Autosensing,Poland,,,Each individual model number listed above,T86280IC,AS/NZS 2442.1:1996,358,2.04111237598,2.0,Cottons Extra Dry; Max Dryness,217.0,"Australia,New Zealand",Approved,60031,6.39,,Condenser,,2016-08-01,,Single product class,Unavailable,,http://www.aeg.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,False,Autosensing,Poland,,,Each individual model number listed above,EDC78550W,AS/NZS 2442.1:1996,353,2.12765570672,2.0,Cottons Extra; Max Dryness,198.0,"Australia,Fiji,New Zealand",Approved,60716,6.358,,Condenser,,2016-08-30,,Single product class,Unavailable,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ONIX,4,False,Timer,China,,,Each individual model number listed above,GYJ40-68,AS/NZS 2442.1:1996,180,2.00683301501,2.0,Strong Heat ,200.0,"Australia,New Zealand",Approved,55399,3.116,,Vented,,2016-02-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8927 WP,AS/NZS 2442.1:1996,156,6.33073936701,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,55008,5.503,,Condenser,850.0,2015-12-08,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,2.5,True,Autosensing,Germany,600.0,850.0,Each individual model number listed above,WT2670,AS/NZS 2442.1:1996,84,3.80438622129,3.5,Cottons Normal Plus,77.9,"Australia,New Zealand",Approved,54990,1.975,11.4,Condenser,600.0,2015-12-21,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,4,False,Timer,China,440.0,670.0,,GDZ40-20S,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.12868114284,3.0,Full heat,200.0,Australia,Approved,76473,3.108,,Vented,595.0,2018-10-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROMAID,6,False,Autosensing,China,,,Each individual model number listed above,DE6KG,AS/NZS 2442.1:1996,265,2.12184812783,2.0,"Extra Dry, Full Heat",201.0,"Australia,New Zealand",Approved,54855,4.7023,,Vented,,2015-11-24,,Single product class,Unavailable,http://hapl.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C800E,AS/NZS 2442.1:1996,356,2.07558377919,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C809E,AS/NZS 2442.1:1996,356,2.07558377919,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",,,single,TD-C803E,AS/NZS 2442.1:1996,356,2.07558377919,2.0,Cotton Extra Dry,235.0,"Australia,New Zealand",Approved,54524,6.297,,Condenser,,2015-11-09,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,2.5,True,Autosensing,Germany,,,Each individual model number listed above,WT 2780,AS/NZS 2442.1:1996,77,4.3397784815,4.0,Cottons Normal,164.0,"Australia,New Zealand",Approved,54142,1.975,12.71,Condenser,,2015-10-07,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,V-ZUG,6,False,Autosensing,,600.0,850.0,single,958,AS/NZS 2442.1:1996,126,6.6963793614,6.0,"Normal dry, Dryness setting 4",182.0,"Australia,New Zealand",Approved,51329,4.8003,,Condenser,595.0,2015-07-14,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,8,False,Autosensing,Turkey,598.0,846.0,,DCY 8502 XB1,AS/NZS 2442.1:1996/Amdt 4:2006,349,2.19777759816,2.0,"Cottons-Extra Dry, Dryıng Level Normal",209.8,"Australia,New Zealand",Approved,79248,6.439,0.0,Condenser,595.0,2019-02-28,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,9,False,Autosensing,"""Korea, Republic of""",640.0,850.0,,TD-C901H,AS/NZS 2442.1:1996/Amdt 4:2006,170,7.34829466959,6.0,"Cotton, Cupboard",311.0,"Australia,New Zealand",Approved,65367,7.19,0.0,Condenser,600.0,2017-05-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,580.0,595.0,Each individual model number listed above,T 8823 C,AS/NZS 2442.1:1996,292,2.47335612583,2.0,Cottons Normal Plus,187.0,"Australia,New Zealand",Approved,50632,5.554,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,580.0,595.0,Each individual model number listed above,T 8843 C,AS/NZS 2442.1:1996,292,2.47335612583,2.0,Cottons Normal Plus,187.0,"Australia,New Zealand",Approved,50632,5.554,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,580.0,595.0,Each individual model number listed above,T 8822 C,AS/NZS 2442.1:1996,292,2.47335612583,2.0,Cottons Normal Plus,187.0,"Australia,New Zealand",Approved,50632,5.554,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,580.0,595.0,Each individual model number listed above,T 8903 C,AS/NZS 2442.1:1996,292,2.47335612583,2.0,Cottons Normal Plus,187.0,"Australia,New Zealand",Approved,50632,5.554,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,580.0,595.0,Each individual model number listed above,T 7944 C,AS/NZS 2442.1:1996,292,2.47335612583,2.0,Cottons Normal Plus,187.0,"Australia,New Zealand",Approved,50632,5.554,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SIEMENS,8,False,Autosensing,Poland,,,Each individual model number listed above,WT46S591AU,AS/NZS 2442.1:1996,358,2.04111237598,2.0,"Cottons, Cupboard Dry Extra, heat setting 0",206.0,"Australia,New Zealand",Approved,51002,6.384,,Condenser,,2015-07-19,,Single product class,Unavailable,,http://www.siemens-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,Germany,596.0,595.0,Each individual model number listed above,T 8947 WP,AS/NZS 2442.1:1996,156,6.33073936701,6.0,Cottons Normal Plus,158.0,"Australia,New Zealand",Approved,50629,5.503,,Condenser,850.0,2015-05-23,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T753C,AS/NZS 2442.1:1996,270,2.00683301501,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T783C,AS/NZS 2442.1:1996,270,2.00683301501,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6,False,Autosensing,Sweden,595.0,850.0,single,T793C,AS/NZS 2442.1:1996,270,2.00683301501,2.0,program 3 Auto Normal Dry,144.0,Australia,Approved,46976,4.7,,Condenser,595.0,2014-12-20,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ADE32+,AS/NZS 2442.1:1996,405,2.00683301501,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,46871,7.13,,Vented,,2014-11-17,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ADE3T+,AS/NZS 2442.1:1996,405,2.00683301501,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,43442,7.13,,Vented,,2014-07-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SPEED QUEEN,9,True,Autosensing,United States,,,single,ATE50+,AS/NZS 2442.1:1996,405,2.00683301501,2.0,"Delicate temp setting, Fabric Reg/Perm Press",114.0,Australia,Approved,43442,7.13,,Vented,,2014-07-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,5,True,Autosensing,Turkey,630.0,840.0,,WDA 8514 H,AS/NZS 2442.1:1996/Amdt 4:2006,175,3.55320320744,3.5,"Cotton Dry, Extra, 1400rpm",201.0,"Australia,New Zealand",Approved,77984,4.008,4.1,Condenser,600.0,2019-01-15,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,V-ZUG,6,False,Autosensing,,600.0,850.0,Each individual model number listed above,959,AS/NZS 2442.1:1996,149,5.66471862187,5.5,"Normal dry, Dryness setting 4",132.0,"Australia,New Zealand",Approved,51519,4.752,,Condenser,595.0,2015-07-14,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,DAEWOO,5,True,Autosensing,"""Korea, Republic of""",645.0,850.0,,DWC-LD1432,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.14511140462,2.0,Cupboard,212.0,"Australia,Fiji,New Zealand",Approved,78985,4.004,44.86,Condenser,600.0,2019-02-18,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,China,,,, HDY-M60,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,Fiji,New Zealand",Approved,71445,5.894,,Vented,,2018-04-26,,Single product class,Available,http://www.haier.com/,http://www.haier.com/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Fulgor,5,True,Autosensing,Italy,,,,WD8011,AS/NZS 2442.1:1996/Amdt 4:2006,178,3.44861492088,3.0,Cottons Extra Dry,211.0,"Australia,Fiji,New Zealand",Approved,77794,3.961,47.2,Condenser,,2019-03-11,,Single product class,Available,http://www.fulgor.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GALANZ,6,False,Autosensing,China,,,single,DV-60Q1E,AS/NZS 2442.1:1996,266,2.09867247188,2.0,Tumble dryer,300.0,"Australia,New Zealand",Approved,47744,4.69,,Vented,,2015-01-21,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GALANZ,6,False,Autosensing,China,,,single,DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867247188,2.0,Tumble dryer,300.0,"Australia,New Zealand",Approved,47744,4.69,,Vented,,2015-01-21,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,V-ZUG,7,False,Autosensing,Switzerland,600.0,850.0,,12003,AS/NZS 2442.1:1996/Amdt 4:2006,89,9.7839964076,6.0,"Normal dry Eco, Dryness setting 4",180.0,"Australia,New Zealand",Approved,73697,5.524,0.0,Condenser,600.0,2018-07-30,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Baumatic,7,False,Autosensing,China,565.0,845.0,,BCD71,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651,2.0,Cotton Extra,186.0,"Australia,New Zealand",Approved,79146,5.649,0.0,Condenser,595.0,2019-03-11,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Fulgor,7,True,Autosensing,Italy,,,,DC 8010,AS/NZS 2442.1:1996/Amdt 4:2006,346,1.42926253431,1.0,Bone Dry,227.0,"Australia,Fiji,New Zealand",Approved,77798,5.759,0.0,Condenser,,2019-03-17,,Single product class,Available,http://www.fulgor.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,6,True,Autosensing,Thailand,,,,EWW14912,AS/NZS 2442.1:1996/Amdt 4:2006,222,3.21127472362,3.0,"Drying Cottons, Dryness Extra",256.0,"Australia,Fiji,New Zealand",Approved,73704,4.814,42.2,Condenser,,2018-08-13,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T784HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,"Australia,New Zealand",Approved,66625,5.53,0.0,Condenser,595.0,2017-07-04,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T754HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,"Australia,New Zealand",Approved,66625,5.53,0.0,Condenser,595.0,2017-07-04,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-12EF,AS/NZS 2442.1:1996/Amdt 4:2006,263,2.16846296729,2.0,COTT+/ FULL HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,68052,4.82,,Vented,,2017-10-24,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-12E,AS/NZS 2442.1:1996/Amdt 4:2006,263,2.16846296729,2.0,COTT+/ FULL HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,68052,4.82,,Vented,,2017-10-24,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,6,False,Autosensing,China,560.0,830.0,,SDRY60,AS/NZS 2442.1:1996/Amdt 4:2006,293,1.50381068849,1.5,"Cottons, Extra Dry",189.0,"Australia,Fiji,New Zealand",Approved,64596,4.76,,Vented,600.0,2017-04-11,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class,Unavailable,http://www.haier.com/,http://www.haier.com/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class,Unavailable,http://www.haier.com/,http://www.haier.com/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,6,False,Timer,"China,China,China",,,, HDY60M,AS/NZS 2442.1:1996/Amdt 4:2006,315,1.05832393792,1.0,200 min,183.6,"Australia,New Zealand",Approved,67903,5.894,,Vented,,2017-10-02,,Single product class,Unavailable,http://www.haier.com/,http://www.haier.com/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Euroclean,6,False,Autosensing,China,555.0,850.0,,CS60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,185.0,Australia,Approved,65605,4.727,,Vented,595.0,2017-07-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,7.5,True,Autosensing,"""Korea, Republic of""",767.0,982.0,,WD12585FD6,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.50999039111,2.5,Eco,318.0,"Australia,New Zealand",Approved,66620,6.047,33.15,Condenser,686.0,2017-07-19,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,6,False,Timer,China,,,,AWD60CE,AS/NZS 2442.1:1996/Amdt 4:2006,334,0.697945277216,1.0,Extra Dry,180.0,"Australia,Fiji,New Zealand",Approved,66611,4.924,,Vented,,2017-08-14,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,,TDC112V,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry,108.0,Australia,Approved,60999,5.1,,Vented,595.0,2016-11-06,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Hafele,6,False,Autosensing,China,,,,534.94.500,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra DRry / full load,230.0,"Australia,New Zealand",Approved,64542,4.7,,Vented,,2017-05-09,,Single product class,Unavailable,,http://www.hafele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,GVA,6,False,Autosensing,China,,,,GVA6KG,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry/ full load,230.0,"Australia,New Zealand",Approved,63948,4.702,,Vented,,2017-04-18,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,"Germany,Czech Republic",,,,T 8001 WP,AS/NZS 2442.1:1996/Amdt 4:2006,127,7.59624684621,6.0,Cottons Normal Plus,167.0,"Australia,New Zealand",Approved,62862,5.525,0.0,Condenser,,2017-02-06,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Hafele,6,False,Autosensing,China,540.0,840.0,,538.91.500,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,COTT+/FULL HEAT,192.0,Australia,Approved,61620,5.9,,Vented,595.0,2016-11-28,,Single product class,Available,,http://www.hafele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,,T784HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,Australia,Approved,62611,5.53,0.0,Condenser,595.0,2016-12-20,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T794C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T784C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T754C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROTAG,6,False,Autosensing,China,555.0,850.0,,DV-60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Tumble dryer,180.0,"Australia,Fiji,New Zealand",Approved,60395,4.727,,Vented,595.0,2016-11-15,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HOOVER,7,False,Autosensing,Turkey,600.0,850.0,Each individual model number listed above,DYC 8713BX,AS/NZS 2442.1:1996,346,1.42926253431,1.0,Bone dry,227.0,"Australia,New Zealand",Approved,59825,5.749,,Condenser,600.0,2016-08-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
